city,state,region,tourism_zone,latitude,longitude,tourist_arrivals_annual_m,peak_months,popularity_tier
Diu,Daman & Diu,West India,Beach,20.1197,73.0873,1.13,Nov|Dec|Jan|Feb,mid
Nagoa,Daman & Diu,West India,Beach,20.6769,72.8822,0.4,Nov|Dec|Jan|Feb,small
Devka,Daman & Diu,West India,Beach,20.5276,72.769,0.33,Nov|Dec|Jan|Feb,small
Jampore,Daman & Diu,West India,Beach,20.1975,72.6743,0.41,Nov|Dec|Jan|Feb,small
Pondicherry,Puducherry,South India,Beach,11.8435,80.0479,3.56,Nov|Dec|Jan|Feb,major
Mahe,Puducherry,South India,Beach,12.0634,79.594,0.43,Nov|Dec|Jan|Feb,small
Auroville,Puducherry,South India,Beach,12.0445,79.8105,1.37,Nov|Dec|Jan|Feb,mid
Yanam,Puducherry,South India,Beach,11.6422,79.7723,0.41,Nov|Dec|Jan|Feb,small
Kumarakom,Kerala,South India,Backwater,10.5949,76.7004,2.84,Sep|Oct|Nov|Dec|Jan,major
Kollam,Kerala,South India,Backwater,10.6847,76.7077,0.69,Sep|Oct|Nov|Dec|Jan,mid
Vembanad,Kerala,South India,Backwater,10.4873,77.0581,0.25,Sep|Oct|Nov|Dec|Jan,small
Pathiramanal,Kerala,South India,Backwater,10.6193,76.9758,0.24,Sep|Oct|Nov|Dec|Jan,small
Punnamada,Kerala,South India,Backwater,11.1375,76.5271,0.22,Sep|Oct|Nov|Dec|Jan,small
Champakulam,Kerala,South India,Backwater,11.0398,76.7469,0.27,Sep|Oct|Nov|Dec|Jan,small
Kuttanad,Kerala,South India,Backwater,10.1813,75.7168,0.85,Sep|Oct|Nov|Dec|Jan,mid
Nedumudi,Kerala,South India,Backwater,11.0642,76.6534,0.24,Sep|Oct|Nov|Dec|Jan,small
Edathua,Kerala,South India,Backwater,10.2205,75.4783,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Thottappally,Kerala,South India,Backwater,10.6259,75.9016,0.22,Sep|Oct|Nov|Dec|Jan,small
Kayamkulam,Kerala,South India,Backwater,10.3498,76.1881,0.25,Sep|Oct|Nov|Dec|Jan,small
Karunagappally,Kerala,South India,Backwater,10.7029,75.512,0.24,Sep|Oct|Nov|Dec|Jan,small
Kainakary,Kerala,South India,Backwater,10.1989,76.4269,0.24,Sep|Oct|Nov|Dec|Jan,small
Karuvatta,Kerala,South India,Backwater,10.6664,75.937,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Aroor,Kerala,South India,Backwater,10.1855,76.9118,0.28,Sep|Oct|Nov|Dec|Jan,small
Mannar,Kerala,South India,Backwater,11.6151,76.3851,0.23,Sep|Oct|Nov|Dec|Jan,small
Chavara,Kerala,South India,Backwater,10.6592,75.6921,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Munroe Island,Kerala,South India,Backwater,10.839,75.5712,0.25,Sep|Oct|Nov|Dec|Jan,small
Ashtamudi,Kerala,South India,Backwater,10.7238,76.2448,0.7,Sep|Oct|Nov|Dec|Jan,mid
Nileshwar,Kerala,South India,Backwater,10.4527,75.8645,0.26,Sep|Oct|Nov|Dec|Jan,small
Valiyaparamba,Kerala,South India,Backwater,11.0001,75.7829,0.07,Sep|Oct|Nov|Dec|Jan,obscure
Kanjirappally,Kerala,South India,Backwater,10.5375,76.9881,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Akkulam,Kerala,South India,Backwater,11.0423,76.7565,0.24,Sep|Oct|Nov|Dec|Jan,small
Pamba,Kerala,South India,Backwater,10.5856,76.7748,0.09,Sep|Oct|Nov|Dec|Jan,obscure
Mavelikkara,Kerala,South India,Backwater,11.6088,75.6878,0.24,Sep|Oct|Nov|Dec|Jan,small
Ramankary,Kerala,South India,Backwater,11.5656,75.7914,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Pulinkunnu,Kerala,South India,Backwater,11.5933,77.02,0.07,Sep|Oct|Nov|Dec|Jan,obscure
Mannancherry,Kerala,South India,Backwater,11.1619,76.2556,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Pallippuram,Kerala,South India,Backwater,10.4379,76.0717,0.09,Sep|Oct|Nov|Dec|Jan,obscure
Kavalam,Kerala,South India,Backwater,10.6787,75.6522,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Veeyapuram,Kerala,South India,Backwater,10.9976,76.343,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Gosaba,West Bengal,East India,Backwater,23.1704,89.4908,0.25,Sep|Oct|Nov|Dec|Jan,small
Pakhirala,West Bengal,East India,Backwater,23.7401,87.6384,0.07,Sep|Oct|Nov|Dec|Jan,obscure
Bali,West Bengal,East India,Backwater,23.6842,89.0083,0.09,Sep|Oct|Nov|Dec|Jan,obscure
Dayapur,West Bengal,East India,Backwater,22.6629,87.8575,0.08,Sep|Oct|Nov|Dec|Jan,obscure
Jharkhali,West Bengal,East India,Backwater,22.0613,88.4312,0.09,Sep|Oct|Nov|Dec|Jan,obscure
Barkul,Odisha,East India,Backwater,21.9907,83.5663,0.29,Sep|Oct|Nov|Dec|Jan,small
Rambha,Odisha,East India,Backwater,20.8752,84.7429,0.25,Sep|Oct|Nov|Dec|Jan,small
Mangalajodi,Odisha,East India,Backwater,22.4634,85.7902,0.25,Sep|Oct|Nov|Dec|Jan,small
Tampara,Odisha,East India,Backwater,21.9966,84.5943,0.09,Sep|Oct|Nov|Dec|Jan,obscure
Chorao,Goa,West India,Backwater,15.3221,74.2029,0.22,Sep|Oct|Nov|Dec|Jan,small
Divar,Goa,West India,Backwater,15.4614,74.2146,0.24,Sep|Oct|Nov|Dec|Jan,small
Honavar,Karnataka,South India,Backwater,15.8492,74.0695,0.29,Sep|Oct|Nov|Dec|Jan,small
Linganamakki,Karnataka,South India,Backwater,15.9589,75.3486,0.09,Sep|Oct|Nov|Dec|Jan,obscure
Kolleru,Andhra Pradesh,South India,Backwater,17.5866,79.4896,0.21,Sep|Oct|Nov|Dec|Jan,small
Majuli,Assam,East India,Backwater,25.814,92.9571,0.8,Sep|Oct|Nov|Dec|Jan,mid
Mayabunder,Andaman & Nicobar,East India,Backwater,11.8688,92.7704,0.25,Sep|Oct|Nov|Dec|Jan,small
Nagpur,Maharashtra,West India,Metro,19.3581,76.6904,2.57,Jan|Feb|Mar|Oct|Nov|Dec,major
Aurangabad,Maharashtra,West India,Metro,19.7517,75.1519,2.14,Jan|Feb|Mar|Oct|Nov|Dec,major
Solapur,Maharashtra,West India,Metro,18.3264,75.4075,0.91,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kolhapur,Maharashtra,West India,Metro,18.3678,77.2964,0.71,Jan|Feb|Mar|Oct|Nov|Dec,mid
Sangli,Maharashtra,West India,Metro,19.0728,75.5492,0.73,Jan|Feb|Mar|Oct|Nov|Dec,mid
Akola,Maharashtra,West India,Metro,19.6885,75.6242,0.79,Jan|Feb|Mar|Oct|Nov|Dec,mid
Latur,Maharashtra,West India,Metro,20.4583,75.0581,0.75,Jan|Feb|Mar|Oct|Nov|Dec,mid
Nanded,Maharashtra,West India,Metro,20.8667,74.3243,0.88,Jan|Feb|Mar|Oct|Nov|Dec,mid
Jalgaon,Maharashtra,West India,Metro,20.2827,76.3477,0.72,Jan|Feb|Mar|Oct|Nov|Dec,mid
Dhule,Maharashtra,West India,Metro,21.492,74.7881,0.23,Jan|Feb|Mar|Oct|Nov|Dec,small
Ahmednagar,Maharashtra,West India,Metro,18.5265,75.9255,0.91,Jan|Feb|Mar|Oct|Nov|Dec,mid
Amravati,Maharashtra,West India,Metro,18.7847,75.3682,0.72,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kanpur,Uttar Pradesh,North India,Metro,27.3557,80.7057,2.15,Jan|Feb|Mar|Oct|Nov|Dec,major
Ghaziabad,Uttar Pradesh,North India,Metro,27.2608,79.8604,2.57,Jan|Feb|Mar|Oct|Nov|Dec,major
Noida,Uttar Pradesh,North India,Metro,26.4498,81.687,2.28,Jan|Feb|Mar|Oct|Nov|Dec,major
Meerut,Uttar Pradesh,North India,Metro,27.7584,82.0614,2.17,Jan|Feb|Mar|Oct|Nov|Dec,major
Aligarh,Uttar Pradesh,North India,Metro,25.4163,82.2891,0.72,Jan|Feb|Mar|Oct|Nov|Dec,mid
Bareilly,Uttar Pradesh,North India,Metro,26.2235,80.7972,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Moradabad,Uttar Pradesh,North India,Metro,28.1555,81.0498,0.83,Jan|Feb|Mar|Oct|Nov|Dec,mid
Saharanpur,Uttar Pradesh,North India,Metro,27.1991,81.3507,0.82,Jan|Feb|Mar|Oct|Nov|Dec,mid
Gorakhpur,Uttar Pradesh,North India,Metro,26.3025,82.1939,0.83,Jan|Feb|Mar|Oct|Nov|Dec,mid
Lucknow,Uttar Pradesh,North India,Metro,27.9795,81.6916,2.35,Jan|Feb|Mar|Oct|Nov|Dec,major
Howrah,West Bengal,East India,Metro,23.4021,86.3651,2.23,Jan|Feb|Mar|Oct|Nov|Dec,major
Asansol,West Bengal,East India,Metro,21.6143,87.1594,0.72,Jan|Feb|Mar|Oct|Nov|Dec,mid
Durgapur,West Bengal,East India,Metro,23.6864,87.899,0.78,Jan|Feb|Mar|Oct|Nov|Dec,mid
Siliguri,West Bengal,East India,Metro,21.6863,87.4414,0.72,Jan|Feb|Mar|Oct|Nov|Dec,mid
Bardhaman,West Bengal,East India,Metro,23.4778,88.5564,0.83,Jan|Feb|Mar|Oct|Nov|Dec,mid
Jalpaiguri,West Bengal,East India,Metro,24.7896,88.0577,0.25,Jan|Feb|Mar|Oct|Nov|Dec,small
Berhampore,West Bengal,East India,Metro,21.6951,87.1925,0.25,Jan|Feb|Mar|Oct|Nov|Dec,small
Kharagpur,West Bengal,East India,Metro,21.383,87.3525,0.68,Jan|Feb|Mar|Oct|Nov|Dec,mid
Patna,Bihar,East India,Metro,24.5185,85.8143,2.85,Jan|Feb|Mar|Oct|Nov|Dec,major
Gaya,Bihar,East India,Metro,25.1087,85.302,2.64,Jan|Feb|Mar|Oct|Nov|Dec,major
Muzaffarpur,Bihar,East India,Metro,24.965,85.8538,0.8,Jan|Feb|Mar|Oct|Nov|Dec,mid
Bhagalpur,Bihar,East India,Metro,24.4323,84.5594,0.86,Jan|Feb|Mar|Oct|Nov|Dec,mid
Darbhanga,Bihar,East India,Metro,24.7673,84.9498,0.81,Jan|Feb|Mar|Oct|Nov|Dec,mid
Begusarai,Bihar,East India,Metro,24.5691,85.2417,0.86,Jan|Feb|Mar|Oct|Nov|Dec,mid
Purnia,Bihar,East India,Metro,25.5255,85.3896,0.71,Jan|Feb|Mar|Oct|Nov|Dec,mid
Arrah,Bihar,East India,Metro,24.4827,85.7502,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Saharsa,Bihar,East India,Metro,24.887,85.8262,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Ranchi,Jharkhand,East India,Metro,23.9604,85.3542,2.87,Jan|Feb|Mar|Oct|Nov|Dec,major
Jamshedpur,Jharkhand,East India,Metro,22.9739,85.8081,2.69,Jan|Feb|Mar|Oct|Nov|Dec,major
Bokaro,Jharkhand,East India,Metro,23.2863,86.0789,0.79,Jan|Feb|Mar|Oct|Nov|Dec,mid
Dhanbad,Jharkhand,East India,Metro,23.3677,85.7868,0.79,Jan|Feb|Mar|Oct|Nov|Dec,mid
Hazaribagh,Jharkhand,East India,Metro,24.4003,85.721,0.23,Jan|Feb|Mar|Oct|Nov|Dec,small
Phusro,Jharkhand,East India,Metro,24.1071,85.4207,0.24,Jan|Feb|Mar|Oct|Nov|Dec,small
Giridih,Jharkhand,East India,Metro,23.9472,85.4924,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Bhubaneswar,Odisha,East India,Metro,19.6512,84.0438,2.28,Jan|Feb|Mar|Oct|Nov|Dec,major
Cuttack,Odisha,East India,Metro,19.3637,84.5629,2.34,Jan|Feb|Mar|Oct|Nov|Dec,major
Rourkela,Odisha,East India,Metro,21.0896,84.4652,0.85,Jan|Feb|Mar|Oct|Nov|Dec,mid
Sambalpur,Odisha,East India,Metro,20.1916,84.2624,0.89,Jan|Feb|Mar|Oct|Nov|Dec,mid
Berhampur,Odisha,East India,Metro,22.6978,85.7455,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Balasore,Odisha,East India,Metro,22.616,86.1285,0.28,Jan|Feb|Mar|Oct|Nov|Dec,small
Paradip,Odisha,East India,Metro,22.723,86.4214,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Jharsuguda,Odisha,East India,Metro,22.2679,84.1988,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Raipur,Chhattisgarh,East India,Metro,21.8056,82.2884,2.63,Jan|Feb|Mar|Oct|Nov|Dec,major
Bilaspur,Chhattisgarh,East India,Metro,21.2631,81.9939,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Bhilai,Chhattisgarh,East India,Metro,21.1428,81.7932,0.83,Jan|Feb|Mar|Oct|Nov|Dec,mid
Durg,Chhattisgarh,East India,Metro,21.8882,81.219,0.8,Jan|Feb|Mar|Oct|Nov|Dec,mid
Korba,Chhattisgarh,East India,Metro,20.9252,82.5681,0.77,Jan|Feb|Mar|Oct|Nov|Dec,mid
Rajnandgaon,Chhattisgarh,East India,Metro,22.0004,81.5937,0.21,Jan|Feb|Mar|Oct|Nov|Dec,small
Jagdalpur,Chhattisgarh,East India,Metro,21.7186,82.2424,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Visakhapatnam,Andhra Pradesh,South India,Metro,15.7604,80.3309,2.39,Jan|Feb|Mar|Oct|Nov|Dec,major
Vijayawada,Andhra Pradesh,South India,Metro,14.338,79.8639,2.29,Jan|Feb|Mar|Oct|Nov|Dec,major
Guntur,Andhra Pradesh,South India,Metro,15.6567,78.7027,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Nellore,Andhra Pradesh,South India,Metro,17.092,79.1559,0.82,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kurnool,Andhra Pradesh,South India,Metro,16.1481,79.6872,0.76,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kakinada,Andhra Pradesh,South India,Metro,16.5672,78.1143,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Rajamahendravaram,Andhra Pradesh,South India,Metro,16.932,79.5945,0.71,Jan|Feb|Mar|Oct|Nov|Dec,mid
Ananthapur,Andhra Pradesh,South India,Metro,17.1975,79.5286,0.21,Jan|Feb|Mar|Oct|Nov|Dec,small
Khammam,Telangana,South India,Metro,19.7589,77.9483,0.26,Jan|Feb|Mar|Oct|Nov|Dec,small
Nalgonda,Telangana,South India,Metro,16.7849,79.56,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Ramagundam,Telangana,South India,Metro,19.6678,78.2065,0.26,Jan|Feb|Mar|Oct|Nov|Dec,small
Wanaparthy,Telangana,South India,Metro,17.2114,78.5586,0.28,Jan|Feb|Mar|Oct|Nov|Dec,small
Coimbatore,Tamil Nadu,South India,Metro,9.9259,78.2868,2.35,Jan|Feb|Mar|Oct|Nov|Dec,major
Salem,Tamil Nadu,South India,Metro,11.848,77.7029,0.84,Jan|Feb|Mar|Oct|Nov|Dec,mid
Tiruchirappalli,Tamil Nadu,South India,Metro,11.8633,76.8639,2.48,Jan|Feb|Mar|Oct|Nov|Dec,major
Vellore,Tamil Nadu,South India,Metro,9.8077,77.6743,0.84,Jan|Feb|Mar|Oct|Nov|Dec,mid
Tirunelveli,Tamil Nadu,South India,Metro,9.3634,79.3641,0.88,Jan|Feb|Mar|Oct|Nov|Dec,mid
Erode,Tamil Nadu,South India,Metro,12.8874,78.3803,0.71,Jan|Feb|Mar|Oct|Nov|Dec,mid
Tiruppur,Tamil Nadu,South India,Metro,9.585,78.2391,0.86,Jan|Feb|Mar|Oct|Nov|Dec,mid
Hosur,Tamil Nadu,South India,Metro,9.6987,77.9881,0.89,Jan|Feb|Mar|Oct|Nov|Dec,mid
Karur,Tamil Nadu,South India,Metro,9.8237,79.6445,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Thoothukudi,Tamil Nadu,South India,Metro,9.8093,80.4346,0.71,Jan|Feb|Mar|Oct|Nov|Dec,mid
Mangalore,Karnataka,South India,Metro,15.4298,73.9405,2.61,Jan|Feb|Mar|Oct|Nov|Dec,major
Hubli,Karnataka,South India,Metro,15.1044,76.5108,0.83,Jan|Feb|Mar|Oct|Nov|Dec,mid
Belgaum,Karnataka,South India,Metro,14.0649,75.3922,0.84,Jan|Feb|Mar|Oct|Nov|Dec,mid
Dharwad,Karnataka,South India,Metro,16.6159,74.2221,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Davangere,Karnataka,South India,Metro,16.2288,76.0325,0.77,Jan|Feb|Mar|Oct|Nov|Dec,mid
Tumkur,Karnataka,South India,Metro,16.9877,75.0422,0.71,Jan|Feb|Mar|Oct|Nov|Dec,mid
Shimoga,Karnataka,South India,Metro,14.5171,74.2133,0.25,Jan|Feb|Mar|Oct|Nov|Dec,small
Gulbarga,Karnataka,South India,Metro,15.68,76.0973,0.87,Jan|Feb|Mar|Oct|Nov|Dec,mid
Raichur,Karnataka,South India,Metro,16.0057,76.9624,0.26,Jan|Feb|Mar|Oct|Nov|Dec,small
Bellary,Karnataka,South India,Metro,14.6059,75.7739,0.25,Jan|Feb|Mar|Oct|Nov|Dec,small
Thiruvananthapuram,Kerala,South India,Metro,11.2465,75.9429,2.17,Jan|Feb|Mar|Oct|Nov|Dec,major
Thrissur,Kerala,South India,Metro,11.4867,76.9975,0.8,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kozhikode,Kerala,South India,Metro,10.2304,76.2693,0.82,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kannur,Kerala,South India,Metro,10.8953,77.0343,0.92,Jan|Feb|Mar|Oct|Nov|Dec,mid
Palakkad,Kerala,South India,Metro,11.5443,75.6812,0.89,Jan|Feb|Mar|Oct|Nov|Dec,mid
Malappuram,Kerala,South India,Metro,10.9594,76.0547,0.84,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kasaragod,Kerala,South India,Metro,11.2704,76.9971,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Kottayam,Kerala,South India,Metro,10.0767,75.5781,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Pathanamthitta,Kerala,South India,Metro,10.1137,75.5668,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Vasco da Gama,Goa,West India,Metro,15.304,74.1971,0.8,Jan|Feb|Mar|Oct|Nov|Dec,mid
Margao,Goa,West India,Metro,15.2493,74.2411,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Mapusa,Goa,West India,Metro,15.3219,74.1896,0.23,Jan|Feb|Mar|Oct|Nov|Dec,small
Surat,Gujarat,West India,Metro,21.5757,71.2307,2.28,Jan|Feb|Mar|Oct|Nov|Dec,major
Vadodara,Gujarat,West India,Metro,23.369,71.321,2.42,Jan|Feb|Mar|Oct|Nov|Dec,major
Rajkot,Gujarat,West India,Metro,22.7435,72.3943,2.64,Jan|Feb|Mar|Oct|Nov|Dec,major
Bhavnagar,Gujarat,West India,Metro,20.698,71.9052,0.86,Jan|Feb|Mar|Oct|Nov|Dec,mid
Jamnagar,Gujarat,West India,Metro,23.5073,69.5985,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Anand,Gujarat,West India,Metro,22.0241,71.0221,0.83,Jan|Feb|Mar|Oct|Nov|Dec,mid
Gandhinagar,Gujarat,West India,Metro,21.5734,72.0601,0.86,Jan|Feb|Mar|Oct|Nov|Dec,mid
Bharuch,Gujarat,West India,Metro,20.89,71.9384,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Bhopal,Madhya Pradesh,North India,Metro,21.7598,80.2909,2.52,Jan|Feb|Mar|Oct|Nov|Dec,major
Indore,Madhya Pradesh,North India,Metro,23.9888,79.4548,2.25,Jan|Feb|Mar|Oct|Nov|Dec,major
Jabalpur,Madhya Pradesh,North India,Metro,21.627,79.672,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Sagar,Madhya Pradesh,North India,Metro,24.3611,79.6371,0.21,Jan|Feb|Mar|Oct|Nov|Dec,small
Rewa,Madhya Pradesh,North India,Metro,24.0756,77.8391,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Satna,Madhya Pradesh,North India,Metro,23.7344,78.9359,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Dewas,Madhya Pradesh,North India,Metro,22.8087,78.1564,0.25,Jan|Feb|Mar|Oct|Nov|Dec,small
Kota,Rajasthan,North India,Metro,27.2608,73.7437,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Beawar,Rajasthan,North India,Metro,25.5905,74.4861,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Hanumangarh,Rajasthan,North India,Metro,26.0423,74.2518,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Sri Ganganagar,Rajasthan,North India,Metro,28.3265,73.3004,0.25,Jan|Feb|Mar|Oct|Nov|Dec,small
Bhilwara,Rajasthan,North India,Metro,26.5987,72.9603,0.9,Jan|Feb|Mar|Oct|Nov|Dec,mid
Jhalawar,Rajasthan,North India,Metro,28.3069,74.4103,0.28,Jan|Feb|Mar|Oct|Nov|Dec,small
Roorkee,Uttarakhand,North India,Metro,30.4551,78.891,0.76,Jan|Feb|Mar|Oct|Nov|Dec,mid
Haldwani,Uttarakhand,North India,Metro,29.936,79.3725,0.75,Jan|Feb|Mar|Oct|Nov|Dec,mid
Rudrapur,Uttarakhand,North India,Metro,29.3946,78.8165,0.8,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kashipur,Uttarakhand,North India,Metro,30.7131,78.507,0.27,Jan|Feb|Mar|Oct|Nov|Dec,small
Solan,Himachal Pradesh,North India,Metro,31.8703,77.8965,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Mandi,Himachal Pradesh,North India,Metro,31.0442,76.8217,0.28,Jan|Feb|Mar|Oct|Nov|Dec,small
Una,Himachal Pradesh,North India,Metro,30.8237,77.2549,0.21,Jan|Feb|Mar|Oct|Nov|Dec,small
Hamirpur,Himachal Pradesh,North India,Metro,30.6211,77.2721,0.24,Jan|Feb|Mar|Oct|Nov|Dec,small
Nahan,Himachal Pradesh,North India,Metro,31.2963,77.1123,0.26,Jan|Feb|Mar|Oct|Nov|Dec,small
Ludhiana,Punjab,North India,Metro,31.1394,75.7762,2.27,Jan|Feb|Mar|Oct|Nov|Dec,major
Jalandhar,Punjab,North India,Metro,31.7907,75.7568,2.31,Jan|Feb|Mar|Oct|Nov|Dec,major
Pathankot,Punjab,North India,Metro,30.3602,75.1961,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Bathinda,Punjab,North India,Metro,30.9043,75.8833,0.89,Jan|Feb|Mar|Oct|Nov|Dec,mid
Mohali,Punjab,North India,Metro,31.8716,74.5423,0.84,Jan|Feb|Mar|Oct|Nov|Dec,mid
Faridabad,Haryana,North India,Metro,29.6184,76.4535,2.2,Jan|Feb|Mar|Oct|Nov|Dec,major
Gurugram,Haryana,North India,Metro,29.1077,75.6711,2.49,Jan|Feb|Mar|Oct|Nov|Dec,major
Panipat,Haryana,North India,Metro,28.3558,76.8851,0.85,Jan|Feb|Mar|Oct|Nov|Dec,mid
Rohtak,Haryana,North India,Metro,28.4088,76.764,0.9,Jan|Feb|Mar|Oct|Nov|Dec,mid
Hisar,Haryana,North India,Metro,29.0916,76.4114,0.77,Jan|Feb|Mar|Oct|Nov|Dec,mid
Karnal,Haryana,North India,Metro,29.8193,75.4258,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Sonipat,Haryana,North India,Metro,28.4736,76.6019,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Srinagar,Jammu & Kashmir,North India,Metro,33.8885,76.466,2.85,Jan|Feb|Mar|Oct|Nov|Dec,major
Jammu,Jammu & Kashmir,North India,Metro,33.3588,76.1876,2.36,Jan|Feb|Mar|Oct|Nov|Dec,major
Anantnag,Jammu & Kashmir,North India,Metro,34.2613,76.8912,0.86,Jan|Feb|Mar|Oct|Nov|Dec,mid
Baramulla,Jammu & Kashmir,North India,Metro,33.4889,76.2051,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Sopore,Jammu & Kashmir,North India,Metro,33.3043,77.0179,0.26,Jan|Feb|Mar|Oct|Nov|Dec,small
Silchar,Assam,East India,Metro,25.6487,92.403,0.79,Jan|Feb|Mar|Oct|Nov|Dec,mid
Dibrugarh,Assam,East India,Metro,26.0504,92.9975,0.91,Jan|Feb|Mar|Oct|Nov|Dec,mid
Tezpur,Assam,East India,Metro,25.7322,92.6333,0.74,Jan|Feb|Mar|Oct|Nov|Dec,mid
Jorhat,Assam,East India,Metro,25.5919,92.3922,0.84,Jan|Feb|Mar|Oct|Nov|Dec,mid
Tinsukia,Assam,East India,Metro,26.7222,93.255,0.69,Jan|Feb|Mar|Oct|Nov|Dec,mid
Agartala,Tripura,East India,Metro,24.1416,91.8867,0.7,Jan|Feb|Mar|Oct|Nov|Dec,mid
Udaipur Tripura,Tripura,East India,Metro,23.7889,91.9034,0.25,Jan|Feb|Mar|Oct|Nov|Dec,small
Dharmanagar,Tripura,East India,Metro,24.0463,91.8461,0.29,Jan|Feb|Mar|Oct|Nov|Dec,small
Imphal,Manipur,East India,Metro,23.9097,93.757,0.79,Jan|Feb|Mar|Oct|Nov|Dec,mid
Aizawl,Mizoram,East India,Metro,23.5569,92.5398,0.79,Jan|Feb|Mar|Oct|Nov|Dec,mid
Dimapur,Nagaland,East India,Metro,26.6462,93.9837,0.68,Jan|Feb|Mar|Oct|Nov|Dec,mid
Tura,Meghalaya,East India,Metro,25.9986,92.1421,0.71,Jan|Feb|Mar|Oct|Nov|Dec,mid
Itanagar,Arunachal Pradesh,East India,Metro,28.7379,94.5256,0.83,Jan|Feb|Mar|Oct|Nov|Dec,mid
Naharlagun,Arunachal Pradesh,East India,Metro,28.4515,94.8617,0.23,Jan|Feb|Mar|Oct|Nov|Dec,small
Pasighat,Arunachal Pradesh,East India,Metro,28.7204,93.9649,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Karaikal,Puducherry,South India,Metro,12.1515,79.7761,0.22,Jan|Feb|Mar|Oct|Nov|Dec,small
Port Blair,Andaman & Nicobar,East India,Metro,12.3881,93.177,0.76,Jan|Feb|Mar|Oct|Nov|Dec,mid
Kavaratti,Lakshadweep,South India,Metro,10.2956,72.6166,0.23,Jan|Feb|Mar|Oct|Nov|Dec,small
